monthly_hours,TariffRate,electricity_bill
601,8.8,5288.8
358,8.9,3186.2000000000003
350,7.4,2590.0
447,7.6,3397.2
468,8.9,4165.2
665,9.2,6117.999999999999
697,7.4,5157.8
516,9.1,4695.599999999999
712,9.1,6479.2
361,7.4,2671.4
402,8.2,3296.4
606,8.7,5272.2
506,8.8,4452.8
713,7.6,5418.8
540,9.3,5022.0
376,8.4,3158.4
374,8.5,3179.0
378,7.8,2948.4
565,8.8,4972.0
459,9.3,4268.700000000001
494,7.4,3655.6
609,8.3,5054.700000000001
468,8.3,3884.400000000001
689,8.1,5580.9
655,7.6,4978.0
375,9.1,3412.5
555,8.1,4495.5
652,7.8,5085.599999999999
408,7.9,3223.2000000000003
317,9.1,2884.7
543,7.4,4018.2
400,8.8,3520.0000000000005
399,8.3,3311.7000000000003
637,8.1,5159.7
723,9.2,6651.599999999999
396,8.4,3326.4
586,8.8,5156.8
822,9.1,7480.2
419,9.3,3896.7
397,8.2,3255.4
514,9.2,4728.799999999999
443,7.9,3499.7000000000003
659,7.6,5008.4
541,8.5,4598.5
497,8.3,4125.1
595,7.7,4581.5
760,9.3,7068.000000000001
690,8.1,5589.0
561,9.2,5161.2
345,7.6,2622.0
354,9.1,3221.4
772,8.1,6253.2
429,8.5,3646.5
425,7.8,3315.0
450,8.5,3825.0
388,8.5,3298.0
664,9.1,6042.4
649,9.2,5970.799999999999
507,7.6,3853.2
442,8.4,3712.8
413,8.2,3386.6
684,9.1,6224.4
482,9.3,4482.6
607,8.2,4977.4
513,8.1,4155.3
536,7.8,4180.8
604,8.2,4952.799999999999
405,8.1,3280.5
573,8.2,4698.599999999999
375,8.2,3074.9999999999995
645,9.3,5998.500000000001
380,8.4,3192.0
597,9.2,5492.4
666,8.3,5527.8
416,8.4,3494.4
548,7.8,4274.4
472,7.6,3587.2
702,8.3,5826.6
370,9.1,3367.0
521,8.4,4376.400000000001
298,8.8,2622.4
269,8.3,2232.7000000000003
545,8.3,4523.5
303,8.8,2666.4
553,8.4,4645.2
282,7.7,2171.4
454,7.4,3359.6000000000004
453,9.2,4167.599999999999
532,7.7,4096.400000000001
814,7.9,6430.6
434,8.7,3775.8
508,9.2,4673.599999999999
299,8.1,2421.9
587,7.8,4578.599999999999
626,8.5,5321.0
728,7.6,5532.8
518,8.4,4351.2
651,7.8,5077.8
414,8.8,3643.2
452,8.1,3661.2
351,8.4,2948.4
429,8.8,3775.2
556,8.5,4726.0
366,8.3,3037.8
478,7.7,3680.6
674,9.2,6200.799999999999
529,8.2,4337.799999999999
550,8.9,4895.0
237,9.2,2180.4
677,8.7,5889.9
601,8.9,5348.900000000001
613,8.3,5087.900000000001
751,7.9,5932.900000000001
528,8.3,4382.400000000001
650,8.4,5460.0
504,8.5,4284.0
492,9.3,4575.6
558,8.5,4743.0
682,8.5,5797.0
554,7.6,4210.4
548,9.2,5041.599999999999
703,9.3,6537.900000000001
422,7.4,3122.8
457,7.6,3473.2
523,8.4,4393.2
515,9.2,4738.0
440,8.7,3828.0
499,9.2,4590.799999999999
476,8.8,4188.8
436,8.5,3706.0
671,8.8,5904.8
333,9.1,3030.3
439,9.3,4082.7
477,7.6,3625.2
356,9.1,3239.6
540,7.7,4158.0
368,8.4,3091.2000000000003
440,8.5,3740.0
253,7.8,1973.4
399,7.8,3112.2
623,7.6,4734.8
617,9.2,5676.4
789,7.4,5838.6
636,7.4,4706.400000000001
595,8.5,5057.5
425,7.4,3145.0
596,8.2,4887.2
372,8.5,3162.0
374,7.9,2954.6
659,9.3,6128.700000000001
312,8.4,2620.8
554,7.8,4321.2
394,8.2,3230.8
496,9.3,4612.8
418,8.5,3553.0
599,7.7,4612.3
486,7.6,3693.6
424,9.2,3900.8
640,7.8,4992.0
580,7.8,4524.0
552,7.7,4250.400000000001
379,9.3,3524.7000000000003
580,8.7,5046.0
651,8.4,5468.400000000001
849,9.1,7725.9
459,7.6,3488.4
569,8.2,4665.799999999999
716,9.1,6515.599999999999
589,8.5,5006.5
586,7.4,4336.400000000001
470,7.8,3666.0
354,8.9,3150.6
488,8.5,4148.0
576,8.1,4665.599999999999
655,9.3,6091.500000000001
480,8.7,4176.0
494,7.8,3853.2
653,8.3,5419.900000000001
430,9.1,3913.0
527,9.3,4901.1
646,8.1,5232.599999999999
630,8.3,5229.0
355,7.7,2733.5
662,9.1,6024.2
166,8.7,1444.1999999999998
336,8.3,2788.8
445,8.8,3916.000000000001
287,8.2,2353.4
374,8.8,3291.2000000000003
461,7.4,3411.4
327,7.7,2517.9
634,7.7,4881.8
653,8.5,5550.5
279,8.4,2343.6
408,8.4,3427.2000000000003
368,8.7,3201.6
382,8.3,3170.6000000000004
792,8.5,6732.0
528,8.5,4488.0
555,7.8,4329.0
401,7.8,3127.8
637,8.9,5669.3
736,7.7,5667.2
615,7.9,4858.5
632,9.2,5814.4
523,7.8,4079.4
187,8.5,1589.5
504,7.8,3931.2
630,7.9,4977.0
526,9.2,4839.2
430,9.3,3999.000000000001
757,7.9,5980.3
555,9.3,5161.5
318,9.1,2893.8
401,8.3,3328.3
555,7.4,4107.0
431,7.6,3275.6
615,9.2,5658.0
395,7.8,3081.0
549,8.7,4776.299999999999
338,8.9,3008.2000000000003
532,9.3,4947.6
367,8.9,3266.3
715,8.1,5791.5
629,7.9,4969.1
618,8.9,5500.2
474,8.4,3981.6
315,7.6,2394.0
818,7.8,6380.4
361,9.1,3285.1
590,8.7,5133.0
472,8.7,4106.4
552,9.2,5078.4
620,9.2,5704.0
354,8.4,2973.6
260,8.1,2106.0
822,8.8,7233.6
493,8.4,4141.2
789,9.1,7179.9
667,9.3,6203.1
526,8.4,4418.400000000001
582,8.3,4830.6
471,7.6,3579.6
557,9.2,5124.4
430,8.7,3741.0
697,7.6,5297.2
468,9.3,4352.400000000001
329,8.4,2763.6
482,7.6,3663.2
472,7.8,3681.6
585,8.3,4855.5
368,8.8,3238.4
485,9.1,4413.5
228,8.9,2029.2
433,8.5,3680.5
468,7.6,3556.8
637,8.4,5350.8
628,9.3,5840.400000000001
462,8.4,3880.8
573,7.7,4412.1
312,7.6,2371.2
430,8.8,3784.000000000001
705,8.9,6274.5
347,7.6,2637.2
455,9.2,4186.0
512,8.9,4556.8
530,8.7,4611.0
393,7.9,3104.7000000000003
593,8.2,4862.599999999999
714,7.7,5497.8
644,7.4,4765.6
592,7.7,4558.400000000001
530,8.8,4664.0
440,8.3,3652.000000000001
394,7.4,2915.6000000000004
675,9.2,6209.999999999999
435,8.9,3871.5
591,8.5,5023.5
517,9.2,4756.4
580,8.1,4698.0
555,8.9,4939.5
737,7.6,5601.2
575,8.5,4887.5
504,8.7,4384.799999999999
473,8.4,3973.2
636,7.9,5024.400000000001
624,9.1,5678.4
531,9.2,4885.2
514,8.9,4574.6
658,8.5,5593.0
575,7.6,4370.0
415,7.7,3195.5
371,7.7,2856.7000000000003
430,9.2,3956.0
429,7.4,3174.6000000000004
538,8.5,4573.0
568,8.3,4714.400000000001
602,8.8,5297.6
370,8.1,2997.0
322,8.4,2704.8
322,9.1,2930.2
264,7.7,2032.8
144,8.9,1281.6
485,8.5,4122.5
769,7.4,5690.6
554,8.8,4875.200000000001
502,9.2,4618.4
719,7.4,5320.6
433,8.9,3853.7
639,8.4,5367.6
623,9.3,5793.900000000001
669,8.1,5418.9
601,9.3,5589.3
519,9.1,4722.9
496,9.2,4563.2
508,8.3,4216.400000000001
705,8.1,5710.5
610,9.1,5551.0
477,7.7,3672.9
458,8.3,3801.400000000001
462,8.8,4065.6
684,8.3,5677.200000000001
536,9.1,4877.599999999999
514,9.3,4780.200000000001
464,8.7,4036.8
475,8.9,4227.5
400,7.8,3120.0
436,8.3,3618.8
724,8.3,6009.200000000001
633,8.1,5127.3
319,8.2,2615.8
663,7.6,5038.8
542,8.4,4552.8
628,8.1,5086.8
568,8.9,5055.2
263,7.7,2025.1
255,7.9,2014.5
590,8.5,5015.0
582,7.7,4481.400000000001
410,7.6,3116.0
668,7.6,5076.8
581,8.3,4822.3
434,8.4,3645.6
516,9.3,4798.8
443,8.4,3721.2
367,7.8,2862.6
527,8.7,4584.9
379,8.1,3069.9
361,9.3,3357.3
640,8.3,5312.0
558,7.8,4352.4
305,7.8,2379.0
625,7.8,4875.0
489,7.4,3618.6
741,7.8,5779.8
445,7.7,3426.5
328,8.9,2919.2000000000003
518,7.6,3936.8
572,8.8,5033.6
641,7.4,4743.400000000001
652,7.6,4955.2
371,8.4,3116.4
618,8.3,5129.400000000001
468,8.7,4071.6
633,9.1,5760.3
635,8.4,5334.0
622,7.7,4789.400000000001
427,7.9,3373.3
603,9.1,5487.3
415,7.9,3278.5
750,8.9,6675.0
579,7.4,4284.6
731,8.7,6359.7
534,8.3,4432.200000000001
456,9.1,4149.599999999999
405,8.8,3564.0000000000005
337,8.3,2797.1000000000004
450,8.9,4005.0
500,8.7,4350.0
517,8.9,4601.3
403,9.3,3747.9
438,7.7,3372.6
465,8.1,3766.5
420,7.7,3234.0
316,7.4,2338.4
675,8.9,6007.5
798,8.7,6942.599999999999
625,8.5,5312.5
420,9.3,3906.000000000001
254,7.9,2006.6
648,9.2,5961.599999999999
630,9.3,5859.0
647,8.3,5370.1
390,8.2,3197.9999999999995
435,7.6,3306.0
289,7.4,2138.6
436,8.9,3880.4
501,8.8,4408.8
439,8.2,3599.8
543,8.1,4398.3
496,7.4,3670.4
639,7.6,4856.4
462,8.5,3927.0
610,8.7,5307.0
443,8.9,3942.7
375,7.9,2962.5
443,7.4,3278.2000000000003
248,8.5,2108.0
396,8.2,3247.2
378,7.7,2910.6
677,8.1,5483.7
513,7.9,4052.7
377,7.4,2789.8
684,7.7,5266.8
95,8.5,807.5
371,7.8,2893.8
656,9.3,6100.8
549,8.9,4886.1
609,8.8,5359.200000000001
292,8.3,2423.6000000000004
553,8.2,4534.599999999999
273,8.1,2211.3
641,8.4,5384.400000000001
570,8.1,4617.0
535,9.2,4922.0
479,8.8,4215.200000000001
414,8.1,3353.4
248,8.4,2083.2000000000003
301,7.8,2347.8
389,7.8,3034.2
483,7.4,3574.2000000000003
300,8.9,2670.0
698,7.8,5444.4
649,8.1,5256.9
581,8.2,4764.2
693,8.1,5613.3
440,7.7,3388.0
234,9.1,2129.4
593,8.9,5277.7
524,8.3,4349.200000000001
424,8.4,3561.6000000000004
592,9.3,5505.6
639,8.5,5431.5
483,8.1,3912.3
487,9.1,4431.7
680,8.2,5575.999999999999
743,8.8,6538.400000000001
330,7.6,2508.0
380,8.8,3344.0000000000005
229,8.2,1877.8
496,8.1,4017.6
603,7.9,4763.7
776,7.7,5975.2
364,7.6,2766.4
547,9.2,5032.4
402,9.3,3738.6
538,9.3,5003.400000000001
567,8.5,4819.5
675,8.4,5670.0
241,7.7,1855.7
667,8.7,5802.9
764,8.4,6417.6
361,7.6,2743.6
394,7.6,2994.4
579,8.7,5037.299999999999
571,8.4,4796.400000000001
535,7.6,4066.0
565,7.4,4181.0
484,8.2,3968.8
557,8.1,4511.7
679,8.5,5771.5
459,8.7,3993.3
198,8.2,1623.6
786,8.8,6916.8
440,7.4,3256.0
642,9.2,5906.4
330,7.7,2541.0
249,7.4,1842.6
631,7.6,4795.599999999999
599,9.1,5450.9
621,8.9,5526.900000000001
728,7.8,5678.4
523,7.4,3870.2
382,8.2,3132.4
482,9.1,4386.2
501,7.6,3807.6
719,8.3,5967.700000000001
418,7.4,3093.2000000000003
382,8.4,3208.8
475,8.3,3942.500000000001
397,8.7,3453.9
214,7.6,1626.4
545,8.5,4632.5
648,8.4,5443.2
524,7.8,4087.2
360,8.4,3024.0
555,7.9,4384.5
528,9.1,4804.8
233,8.5,1980.5
605,9.3,5626.5
337,7.7,2594.9
672,7.4,4972.8
683,7.9,5395.7
646,7.8,5038.8
559,9.2,5142.799999999999
720,8.9,6408.0
227,8.1,1838.7
391,7.9,3088.9
256,9.1,2329.6
521,9.2,4793.2
774,8.3,6424.200000000001
389,7.7,2995.3
521,7.7,4011.7
428,8.8,3766.4
388,9.1,3530.8
575,7.4,4255.0
514,8.4,4317.6
584,7.8,4555.2
390,8.8,3432.0000000000005
431,7.4,3189.4
759,8.4,6375.6
367,8.1,2972.7
350,8.3,2905.0000000000005
524,9.2,4820.799999999999
310,8.1,2511.0
688,9.3,6398.400000000001
581,7.7,4473.7
684,7.9,5403.6
673,7.9,5316.7
664,9.2,6108.799999999999
292,7.4,2160.8
507,8.3,4208.1
724,9.3,6733.200000000001
666,7.4,4928.400000000001
625,8.2,5125.0
625,7.6,4750.0
288,9.3,2678.4
353,9.1,3212.3
592,8.8,5209.6
491,7.4,3633.4
416,8.9,3702.4
541,8.2,4436.2
489,7.6,3716.4
323,8.4,2713.2000000000003
425,8.8,3740.000000000001
448,7.8,3494.4
717,8.8,6309.6
451,7.7,3472.7000000000003
686,8.4,5762.400000000001
698,7.9,5514.2
617,8.7,5367.9
659,8.3,5469.700000000001
389,7.4,2878.6000000000004
694,8.1,5621.4
586,8.3,4863.8
437,8.7,3801.9
285,8.8,2508.0
798,8.9,7102.200000000001
565,8.1,4576.5
278,8.7,2418.6
479,8.9,4263.1
448,7.9,3539.2000000000003
583,7.7,4489.1
841,8.4,7064.400000000001
314,8.3,2606.2000000000003
572,7.8,4461.599999999999
539,7.7,4150.3
539,8.3,4473.700000000001
692,7.8,5397.599999999999
370,8.2,3033.9999999999995
504,9.2,4636.799999999999
445,7.9,3515.5
521,7.8,4063.8
496,7.6,3769.6
632,8.4,5308.8
488,7.7,3757.6
406,7.7,3126.2000000000003
337,8.2,2763.4
434,9.1,3949.4
606,7.9,4787.400000000001
596,8.5,5066.0
606,7.8,4726.8
619,8.7,5385.299999999999
613,7.8,4781.4
465,8.9,4138.5
339,8.4,2847.6
625,7.9,4937.5
240,9.3,2232.0
334,8.1,2705.4
448,8.1,3628.8
418,9.3,3887.4
608,8.9,5411.2
376,9.1,3421.6
324,7.7,2494.8
566,8.3,4697.8
274,8.7,2383.8
517,8.4,4342.8
459,8.2,3763.8
631,8.3,5237.3
607,8.8,5341.6
575,8.9,5117.5
646,7.4,4780.400000000001
663,8.3,5502.900000000001
427,9.2,3928.4
632,8.9,5624.8
661,8.3,5486.3
514,7.8,4009.2
583,8.8,5130.400000000001
277,9.3,2576.1000000000004
457,9.1,4158.7
473,8.3,3925.900000000001
366,8.8,3220.8
426,9.2,3919.2
526,8.2,4313.2
366,8.9,3257.4
631,8.9,5615.900000000001
536,8.2,4395.2
392,8.7,3410.4
540,7.8,4212.0
568,9.2,5225.599999999999
338,7.6,2568.8
475,7.4,3515.0
829,8.1,6714.9
285,7.8,2223.0
685,8.7,5959.499999999999
520,7.4,3848.0
645,9.2,5933.999999999999
275,7.7,2117.5
467,8.7,4062.9
714,8.7,6211.799999999999
557,8.5,4734.5
484,8.5,4114.0
360,7.7,2772.0
396,7.8,3088.8
421,9.3,3915.3
415,8.4,3486.0
454,8.2,3722.8
325,7.4,2405.0
586,9.3,5449.8
622,9.1,5660.2
564,8.3,4681.200000000001
751,7.6,5707.599999999999
551,8.3,4573.3
622,8.1,5038.2
366,7.7,2818.2000000000003
648,9.1,5896.8
409,9.1,3721.9
685,9.1,6233.5
537,7.7,4134.900000000001
239,8.5,2031.5
405,9.3,3766.500000000001
377,8.7,3279.9
386,7.8,3010.8
325,7.9,2567.5
647,7.8,5046.599999999999
733,8.5,6230.5
405,8.5,3442.5
429,8.7,3732.3
286,8.3,2373.8
486,8.3,4033.8
577,8.2,4731.4
357,9.1,3248.7
333,7.4,2464.2000000000003
607,9.3,5645.1
635,9.2,5842.0
364,8.1,2948.4
484,9.1,4404.4
427,8.9,3800.3
408,8.7,3549.6
566,7.9,4471.400000000001
554,8.5,4709.0
522,7.8,4071.6
527,7.7,4057.9
708,8.4,5947.2
601,8.4,5048.400000000001
464,7.6,3526.4
558,7.9,4408.2
610,7.6,4636.0
250,8.9,2225.0
434,7.9,3428.6000000000004
593,8.3,4921.900000000001
494,8.1,4001.4
385,7.7,2964.5
483,9.2,4443.599999999999
631,7.4,4669.400000000001
764,9.2,7028.799999999999
216,8.1,1749.6
516,8.9,4592.400000000001
623,7.4,4610.2
603,9.2,5547.599999999999
556,8.7,4837.2
466,7.9,3681.4
393,8.8,3458.4
661,8.1,5354.099999999999
667,8.1,5402.7
416,8.3,3452.8
504,7.9,3981.6
602,9.1,5478.2
550,9.2,5060.0
484,7.6,3678.4
614,8.5,5219.0
623,8.7,5420.099999999999
844,8.2,6920.799999999999
298,8.3,2473.4
415,9.2,3818.0
569,8.8,5007.200000000001
440,8.8,3872.000000000001
637,8.7,5541.9
304,9.2,2796.8
315,8.9,2803.5
751,7.4,5557.400000000001
326,7.8,2542.8
683,7.6,5190.8
626,7.4,4632.400000000001
597,8.1,4835.7
378,7.9,2986.2000000000003
575,9.3,5347.5
189,9.3,1757.7
388,8.9,3453.2000000000003
542,9.1,4932.2
608,7.8,4742.4
370,8.7,3218.9999999999995
489,8.7,4254.299999999999
830,8.9,7387.0
626,9.2,5759.2
695,7.9,5490.5
474,7.7,3649.8
443,7.6,3366.8
439,9.2,4038.8
423,9.1,3849.3
657,8.7,5715.9
730,8.2,5985.999999999999
338,8.7,2940.6
225,7.6,1710.0
464,7.4,3433.6000000000004
369,7.6,2804.4
791,7.4,5853.400000000001
578,7.9,4566.2
433,7.4,3204.2000000000003
576,8.7,5011.2
662,8.8,5825.6
492,7.6,3739.2
426,8.3,3535.8
718,7.8,5600.4
333,7.8,2597.4
671,7.8,5233.8
736,8.4,6182.400000000001
459,8.9,4085.1
524,7.6,3982.4
525,8.8,4620.0
556,8.8,4892.8
533,8.5,4530.5
608,8.8,5350.400000000001
325,8.1,2632.5
178,8.2,1459.6
595,8.8,5236.0
631,7.7,4858.7
546,7.9,4313.400000000001
447,8.3,3710.1
645,8.3,5353.500000000001
438,9.3,4073.4
606,7.7,4666.2
776,8.8,6828.8
350,9.1,3185.0
466,9.1,4240.599999999999
502,8.7,4367.4
508,9.1,4622.8
356,7.8,2776.8
542,8.7,4715.4
397,9.2,3652.4
385,8.7,3349.4999999999995
597,7.8,4656.599999999999
175,9.2,1609.9999999999998
278,8.5,2363.0
490,7.4,3626.0
496,8.2,4067.2
393,7.4,2908.2000000000003
520,8.4,4368.0
387,8.4,3250.8
609,8.2,4993.799999999999
364,8.7,3166.8
446,8.1,3612.6
461,8.3,3826.3
418,8.8,3678.4
513,8.9,4565.7
614,8.7,5341.799999999999
221,7.7,1701.7
590,8.1,4779.0
412,8.1,3337.2
390,9.1,3549.0
591,7.9,4668.900000000001
514,8.7,4471.799999999999
460,7.8,3588.0
544,8.1,4406.4
562,8.5,4777.0
616,8.9,5482.400000000001
550,7.7,4235.0
578,8.5,4913.0
619,9.3,5756.700000000001
594,8.2,4870.799999999999
623,8.8,5482.400000000001
608,9.1,5532.8
524,8.7,4558.799999999999
560,7.8,4368.0
557,8.2,4567.4
292,8.7,2540.4
535,7.7,4119.5
681,9.3,6333.3
794,8.9,7066.6
519,7.4,3840.6
430,8.1,3483.0
723,7.8,5639.4
441,8.9,3924.9
643,8.3,5336.900000000001
417,9.2,3836.4
345,8.3,2863.5000000000005
416,7.9,3286.4
646,8.9,5749.400000000001
627,8.5,5329.5
387,7.6,2941.2
539,9.1,4904.9
836,8.1,6771.599999999999
335,7.9,2646.5
210,8.2,1721.9999999999998
563,9.1,5123.3
330,9.2,3035.9999999999995
609,7.7,4689.3
509,7.7,3919.3
604,7.9,4771.6
624,7.4,4617.6
574,9.3,5338.200000000001
551,8.5,4683.5
370,8.5,3145.0
531,8.5,4513.5
518,9.3,4817.400000000001
384,9.1,3494.4
650,9.2,5979.999999999999
315,9.3,2929.5
424,7.8,3307.2
615,8.4,5166.0
473,8.1,3831.3
373,8.1,3021.3
483,7.9,3815.7
510,9.1,4641.0
409,8.5,3476.5
667,8.2,5469.4
612,8.7,5324.4
647,8.1,5240.7
720,8.3,5976.000000000001
534,8.8,4699.200000000001
434,8.5,3689.0
454,8.7,3949.8
482,8.3,4000.6
499,8.7,4341.299999999999
537,9.3,4994.1
634,7.8,4945.2
410,8.4,3444.0
551,8.9,4903.900000000001
435,8.2,3566.9999999999995
638,9.3,5933.400000000001
293,7.6,2226.8
464,8.4,3897.6
780,8.5,6630.0
604,8.8,5315.200000000001
722,8.4,6064.8
406,7.9,3207.4
227,7.4,1679.8000000000002
746,8.4,6266.400000000001
306,9.1,2784.6
423,8.7,3680.1
679,8.9,6043.1
823,7.4,6090.200000000001
627,7.4,4639.8
529,8.7,4602.299999999999
523,8.9,4654.7
557,7.7,4288.900000000001
360,8.1,2916.0
569,8.1,4608.9
422,9.1,3840.2
509,8.9,4530.1
357,9.3,3320.1000000000004
259,9.1,2356.9
560,7.4,4144.0
509,8.7,4428.299999999999
330,8.8,2904.0000000000005
355,8.2,2910.9999999999995
372,8.7,3236.4
367,9.1,3339.7
576,7.8,4492.8
458,8.9,4076.2
351,7.4,2597.4
446,8.9,3969.4
618,8.1,5005.8
418,8.4,3511.2000000000003
512,8.7,4454.4
580,7.4,4292.0
610,8.5,5185.0
385,8.4,3234.0
587,8.5,4989.5
451,7.9,3562.9
660,8.7,5741.999999999999
554,8.7,4819.799999999999
583,9.3,5421.900000000001
624,8.8,5491.200000000001
617,7.6,4689.2
158,7.7,1216.6
368,8.3,3054.4
583,8.7,5072.099999999999
645,8.7,5611.499999999999
680,7.7,5236.0
448,8.4,3763.2
493,7.7,3796.1
479,8.4,4023.6
468,8.4,3931.2
263,8.3,2182.9
485,7.9,3831.5
570,7.7,4389.0
451,8.5,3833.5
651,9.3,6054.3
518,7.4,3833.2
416,7.6,3161.6
460,8.3,3818.000000000001
672,8.4,5644.8
709,7.9,5601.1
693,7.6,5266.8
722,9.1,6570.2
327,8.7,2844.9
412,7.6,3131.2
598,9.1,5441.8
352,9.1,3203.2
578,7.4,4277.2
624,8.3,5179.200000000001
421,8.1,3410.1
480,8.1,3888.0
367,8.5,3119.5
754,8.5,6409.0
676,8.9,6016.400000000001
541,9.1,4923.099999999999
871,7.6,6619.599999999999
440,7.6,3344.0
343,8.1,2778.3
764,7.6,5806.4
300,7.6,2280.0
386,8.3,3203.8
620,8.1,5022.0
413,8.8,3634.4
592,8.5,5032.0
390,7.9,3081.0
465,8.2,3813.0
428,7.4,3167.2000000000003
378,8.2,3099.6
783,7.6,5950.799999999999
574,8.2,4706.799999999999
507,8.4,4258.8
657,7.4,4861.8
535,8.1,4333.5
674,8.8,5931.200000000001
507,8.8,4461.6
385,7.9,3041.5
218,8.4,1831.2
454,7.6,3450.4
493,9.1,4486.3
514,9.1,4677.4
780,8.3,6474.000000000001
552,9.3,5133.6
433,9.3,4026.9
550,8.4,4620.0
471,8.3,3909.3
409,9.3,3803.7
538,7.8,4196.4
438,8.7,3810.6
325,8.2,2664.9999999999995
680,7.8,5304.0
581,8.5,4938.5
631,9.2,5805.2
246,8.1,1992.6
436,9.2,4011.2
452,7.6,3435.2
655,9.2,6025.999999999999
281,7.7,2163.7000000000003
766,8.2,6281.2
440,8.4,3696.0
620,8.9,5518.0
590,8.8,5192.0
315,8.4,2646.0
226,7.7,1740.2
444,8.3,3685.2
704,8.3,5843.200000000001
604,8.4,5073.6
464,8.3,3851.2
482,9.2,4434.4
658,9.3,6119.400000000001
566,8.2,4641.2
384,8.1,3110.4
378,8.5,3213.0
682,8.7,5933.4
756,7.7,5821.2
384,9.3,3571.2000000000003
423,8.5,3595.5
467,8.2,3829.4
289,7.8,2254.2
254,9.2,2336.8
600,8.3,4980.0
570,8.2,4674.0
448,9.3,4166.400000000001
440,7.9,3476.0
473,7.4,3500.2000000000003
407,8.4,3418.8
597,7.9,4716.3
559,7.7,4304.3
713,8.3,5917.900000000001
542,8.5,4607.0
322,9.2,2962.4
638,8.2,5231.599999999999
502,7.7,3865.4
412,8.5,3502.0
598,8.5,5083.0
621,7.9,4905.900000000001
406,8.5,3451.0
707,8.2,5797.4
333,8.5,2830.5
484,8.4,4065.6
713,7.7,5490.1
595,7.6,4522.0
340,8.4,2856.0
355,7.4,2627.0
532,8.5,4522.0
286,7.9,2259.4
605,8.2,4961.0
691,8.9,6149.900000000001
409,8.3,3394.7000000000003
622,7.8,4851.599999999999
535,8.3,4440.5
538,8.9,4788.2
406,8.8,3572.8
430,7.9,3397.0
473,9.3,4398.900000000001
381,8.7,3314.7
713,8.2,5846.599999999999
617,7.4,4565.8
434,8.9,3862.6
641,9.2,5897.2
239,7.9,1888.1
597,9.1,5432.7
556,8.2,4559.2
570,8.8,5016.0
518,8.9,4610.2
339,8.5,2881.5
705,8.2,5780.999999999999
615,8.8,5412.0
530,8.5,4505.0
403,8.9,3586.7000000000003
559,8.7,4863.299999999999
810,7.9,6399.0
718,8.8,6318.400000000001
308,9.3,2864.4
619,7.4,4580.6
605,7.8,4719.0
527,7.9,4163.3
407,8.9,3622.3
491,7.9,3878.9
517,8.1,4187.7
511,8.5,4343.5
488,7.9,3855.2
760,8.3,6308.000000000001
487,8.4,4090.8
530,7.9,4187.0
239,9.2,2198.8
663,8.9,5900.7
658,8.1,5329.8
285,8.2,2337.0
471,8.8,4144.8
596,8.1,4827.599999999999
372,7.6,2827.2
335,9.2,3081.9999999999995
516,8.7,4489.2
519,8.4,4359.6
699,8.1,5661.9
506,7.8,3946.8
425,9.3,3952.500000000001
500,9.1,4550.0
531,8.4,4460.400000000001
401,7.6,3047.6
419,8.5,3561.5
461,8.9,4102.900000000001
639,8.9,5687.1
356,7.4,2634.4
688,8.5,5848.0
456,8.3,3784.8
449,9.2,4130.799999999999
471,9.3,4380.3
320,8.4,2688.0
518,8.5,4403.0
692,8.3,5743.6
708,9.1,6442.8
573,8.9,5099.7
809,8.9,7200.1
586,8.2,4805.2
662,8.7,5759.4
485,8.1,3928.5
332,7.7,2556.4
544,8.5,4624.0
353,8.3,2929.9
265,7.7,2040.5
610,7.8,4758.0
489,8.3,4058.7
357,8.4,2998.8
617,9.1,5614.7
555,7.7,4273.5
602,8.5,5117.0
375,8.9,3337.5
334,8.9,2972.6
374,8.9,3328.6
551,7.7,4242.7
470,9.3,4371.0
517,8.5,4394.5
410,8.2,3361.9999999999995
707,8.9,6292.3
737,8.8,6485.6
672,8.3,5577.6
711,7.7,5474.7
416,7.4,3078.4
658,8.4,5527.2
326,8.3,2705.8
484,7.7,3726.8
677,8.5,5754.5
492,8.3,4083.6
747,7.9,5901.3
262,7.9,2069.8
691,7.6,5251.599999999999
585,7.6,4446.0
338,9.1,3075.8
512,8.4,4300.8
289,8.9,2572.1
729,7.4,5394.6
568,7.8,4430.4
657,8.1,5321.7
287,8.9,2554.3
482,7.8,3759.6
558,8.1,4519.8
464,8.9,4129.6
498,9.1,4531.8
402,8.8,3537.6000000000004
806,9.2,7415.2
773,8.5,6570.5
463,8.5,3935.5
661,9.1,6015.099999999999
657,8.3,5453.1
374,8.1,3029.4
456,9.3,4240.8
713,9.2,6559.599999999999
698,7.4,5165.2
273,8.3,2265.9
236,8.2,1935.2
619,8.4,5199.6
472,8.5,4012.0
594,9.1,5405.4
493,7.6,3746.8
684,8.1,5540.4
455,8.4,3822.0
619,7.8,4828.2
352,9.2,3238.4
694,9.2,6384.799999999999
368,7.9,2907.2000000000003
400,7.9,3160.0
602,7.8,4695.599999999999
655,8.5,5567.5
338,7.7,2602.6
418,9.2,3845.6
535,8.9,4761.5
674,8.3,5594.200000000001
346,8.3,2871.8
395,7.9,3120.5
598,8.9,5322.2
775,7.4,5735.0
571,7.9,4510.900000000001
729,8.1,5904.9
610,8.8,5368.0
410,7.9,3239.0
702,7.6,5335.2
347,8.4,2914.8
554,7.9,4376.6
389,9.1,3539.9
639,7.8,4984.2
467,7.4,3455.8
341,8.1,2762.1
507,8.1,4106.7
417,7.8,3252.6
